Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
LE GOUT'THÉ;Restaurant;Restauration rapide;;30 rue de Saillé;Intra-Muros;44350;;;GUERANDE;44069;47.3265;-2.42937;;;02 40 01 88 83;;gouttheguerande@gmail.com;https://www.goutthe.com;;;;;;;;;;;Service en terrasse;;;;;;;;;;;;;;;;;;47.3265, -2.42937;Loire-Atlantique
LE GRAND HÔTEL;Restaurant;Cuisine traditionnelle;;9 Place de la Mairie;;44320;;;SAINT-PERE-EN-RETZ;44187;47.20754;-2.04457;;06 99 56 70 05;02 40 21 70 10;;gh-44@hotmail.fr;http://www.grand-hotel-pension.fr/;;;;;;;;;;;Traiteur;;;;;;;;oui;;;;;;;;;;47.20754, -2.04457;Loire-Atlantique
LE JARDIN A L'ITALIENNE;Restaurant;Pizzeria;;42 rue des Sables;;44210;;;PORNIC;44131;47.11474;-2.10392;;;02 40 82 47 02;;lejardinalitalienne@hotmail.com;http://www.lejardinalitalienne.fr;;;;;;;;oui;;;Plats à emporter;56;2;50;;;;;oui;20;40;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.11474, -2.10392;Loire-Atlantique
LE LORIENT;Restaurant;Cuisine traditionnelle;;17 avenue de Penhoët - Méan Penhoët;;44600;;;SAINT-NAZAIRE;44184;47.3039997;-2.1877418;Transport en commun||ligne Hélyce - Arrêt Penhoët||;;02 40 66 56 70;;;;;;;;;;;oui;;;WiFi;90;1;;;;;Français;non;;;;01/01/2023||31/12/2023||Ouvert du lundi au vendredi||Fermé le samedi et dimanche||07:15||15:00||||||07:15||15:00||||||07:15||15:00||||||07:15||15:00||||||07:15||15:00||||||||||||||||||||;Mme LUCAS||02 40 66 56 70||;;;;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.3039997, -2.1877418;Loire-Atlantique
PIZZA'NINI;Restaurant;Pizzeria;;23 avenue Louis Lajarrige;;44500;;;LA BAULE-ESCOUBLAC;44055;47.27975;-2.37035;;;02 40 60 83 24;;;https://pizzanini.fr;;;;;;;;;;;;;;;;;;;;;;;"01/01/2022||31/03/2022||||||11:00||14:00||18:30||21:00||11:00||14:00||18:30||21:00||11:00||14:00||18:30||21:00||11:00||14:00||18:30||21:00||11:00||14:00||18:30||21:00||11:00||14:00||18:30||21:00||11:00||14:00||18:30||21:00 ; 01/04/2022||30/06/2022||||||11:00||14:00||18:30||22:30||11:00||14:00||18:30||22:30||11:00||14:00||18:30||22:30||11:00||14:00||18:30||22:30||11:00||14:00||18:30||22:30||11:00||14:00||18:30||22:30||11:00||14:00||18:30||22:30 ; 01/07/2022||30/09/2022||||||11:00||22:30||||||11:00||22:30||||||11:00||22:30||||||11:00||22:30||||||11:00||22:30||||||11:00||22:30||||||11:00||22:30|||| ; 01/10/2022||31/03/2023||||||11:00||14:30||18:30||21:00||11:00||14:30||18:30||21:00||11:00||14:30||18:30||21:00||11:00||14:30||18:30||21:00||11:00||14:30||18:30||21:00||11:00||14:30||18:30||21:00||11:00||14:30||18:30||21:00";;;;;;47.27975, -2.37035;Loire-Atlantique
PIZZERIA LA SALINA;Restaurant;Brasserie;;6 Place du Garnal;;44740;;;BATZ-SUR-MER;44010;47.27768;-2.47979;;;02 40 23 95 24;;mtrestosalina@gmail.com;https://la-salina.fr/;;;;;;;;oui;;;Service en terrasse;;;;;;;;;;;;14/02/2022||31/12/2022||Ouvert tous les jours en juillet et août (jusqu'à 22h)||||||||||||||||||||12:00||14:30||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30||19:00||21:30;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.27768, -2.47979;Loire-Atlantique
QG BEACH;Restaurant;Cuisine traditionnelle;;14 rue de La Plage;;44510;;;LE POULIGUEN;44135;47.27331;-2.42478;;06 18 13 62 69;02 40 53 29 09;;qgbeach@gmail.com;;;;;;;;;;;;;45;;20;;;;Anglais;;;;;04/02/2023||11/11/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.27331, -2.42478;Loire-Atlantique
RESTAURANT LA PIERRE PERCEE;Restaurant;Cuisine traditionnelle;;177 LEVEE DE LA DIVATTE;LA PIERRE PERCEE - La Chapelle-Basse-Mer;44450;;;DIVATTE-SUR-LOIRE;44029;47.2817652;-1.3850905;;;02 40 31 05 20;;restaurant@lapierrepercee.fr;http://www.restaurantlachapellebassemer.fr/;;;;;Les Tables de Nantes;;;oui;;;Banquet,Plats à emporter,Séminaire,Service en terrasse,Traiteur,WiFi;80;3;15;3;3;;Anglais,Espagnol,Français;oui;10;60;oui;01/01/2023||31/12/2024||||||12:00||14:30||||||||||||||||||||||12:00||22:00||||||12:00||22:00||||||12:00||22:00||||||12:00||14:00||||;BAHUAUD||02 40 31 05 20||restaurant@lapierrepercee.fr;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.2817652, -1.3850905;Loire-Atlantique
RESTAURANT LA PLANCH'A;Restaurant;Brasserie;;6 rue de la Paix;;44140;;;LA PLANCHE;44127;47.0167293;-1.4353174;;;02 40 31 82 74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0167293, -1.4353174;Loire-Atlantique
RESTAURANT LA RUCHE;Restaurant;Restauration rapide;;623 rue Pierre Levasseur;;44150;;;ANCENIS-SAINT-GEREON;44003;47.3942519;-1.1868849;"Autoroute||Sortie n°20 autoroute A11||1 ; Route (nationale/départ.)||RD923||0,22";;02 40 98 44 47;;;;;;;;;;;;;;;40;;40;;;;;;;;oui;;;;;;Tickets Restaurant;47.3942519, -1.1868849;Loire-Atlantique
RESTAURANT LE BELVEDERE;Restaurant;Pizzeria;;35 rue du Pot Gris;;44650;;;CHATEAU-THEBAUD;44037;47.1250566;-1.4187393;;;02 40 06 52 50;;;https://www.facebook.com/belvederechateauthebaud/;;;;;;;;oui;TENU EN LAISSE;;Banquet,Livraison à domicile / Covid-19,Plats à emporter,Plats à emporter / Covid-19,Séminaire,Traiteur,WiFi;160;3;20;1;0;;Anglais,Espagnol,Français;oui;20;60;;||||||||07:00||||||16:00||07:00||||||16:00||07:00||||||16:00||07:00||||||16:00||07:00||||||16:00||||||||||||||||;JULIEN||02 40 06 52 50||;;;Menu adulte du jour (midi en semaine)||||||MENU COMPLET 14€ AVEC VIN ET CAFE / WE DE 25 A 50€ ENVIRON SUIVANT CHOIX;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant,Virement;47.1250566, -1.4187393;Loire-Atlantique
RESTAURANT LE CASTILLO;Hôtel restaurant;Cuisine traditionnelle;;21 rue d'Ancenis;;44110;;;CHATEAUBRIANT;44036;47.7169589;-1.3703715;;;02 40 28 29 78;;lecastillo@orange.fr;www.lecastillo.fr;;;;;;;;oui;;;Banquet,Service en terrasse,WiFi;80;2;30;;;;;oui;;50;oui;||||||fermé vendredi soir, samedi et dimanche||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 28 29 78||;;;Menu adulte du jour (midi en semaine)||13,60||||;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.7169589, -1.3703715;Loire-Atlantique
RESTAURANT LE GRILL DE L'EUROPE;Restaurant;Cuisine traditionnelle;;17 place de l'Europe;;44450;;;SAINT-JULIEN-DE-CONCELLES;44169;47.2539142;-1.3848675;;;02 40 36 53 11;;virgi1404@orange.fr;http://www.grilldeleurope.fr/;;Facebook||http://facebook.com/pages/Le-Grill-De-L-Europe/131693026928956;;;Le petit futé,Les Tables de Nantes;;"Déficience auditive ; Déficience mentale ; Déficience moteur ; Déficience visuelle";oui;;;Banquet,Service en terrasse;65;1;26;;1;;Allemand,Anglais,Français;oui;10;55;oui;01/01/2023||31/12/2024||||||||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.2539142, -1.3848675;Loire-Atlantique
RESTAURANT LE JALS;Restaurant;Cuisine traditionnelle;;2 Boulevard de la Republique;;44110;;;CHATEAUBRIANT;44036;47.7182691;-1.3788287;;06 51 37 62 27;02 40 81 42 70;;;;;;;;;;;;;;Service en terrasse,Traiteur,WiFi;80;2;27;;;;;;;;oui;;;;;Menu adulte du jour (midi en semaine)||12,00||||;;47.7182691, -1.3788287;Loire-Atlantique
RESTAURANT LE N° 2;Restaurant;Cuisine traditionnelle;;2 rue de l'église;;44130;;;LE GAVRE;44062;47.5199997;-1.7482966;;;02 40 51 49 18;;;;;Facebook||https://www.facebook.com/people/Num%C3%A9ro-2/100088601632798/;;;;;;;;;Service en terrasse,WiFi;30;1;12;0;0;;Anglais,Français;;;;oui;;;;;Menu adulte du jour (midi en semaine)||15,00||||;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.5199997, -1.7482966;Loire-Atlantique
RESTAURANT LE PETIT PÊCHEUR;Restaurant;Cuisine traditionnelle;;La Meilleraie;Varades;44370;;;LOIREAUXENCE;44213;47.3713666;-1.0169445;"Gare SNCF||Gare de Varades - St Florent-le-Vieil||1 ; Route (nationale/départ.)||RD752||0";;02 40 98 33 64;;lepetitpecheur44@orange.fr;http://www.lepetitpecheur44.fr;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g319746-d2294861-Reviews-Le_Petit_Pecheur-Varades_Loire_Atlantique_Pays_de_la_Loire.html;"<div id=""TA_selfserveprop816"" class=""TA_selfserveprop"">;<ul id=""8zBAqU2D"" class=""TA_links HDGccPB8OuZO"">;<li id=""1e0e2UaRI6"" class=""YWqnVE5dr"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=816&amp;locationId=2294861&amp;lang=fr&amp;rating=true&amp;nreviews=3&amp;writereviewlink=false&amp;popIdx=false&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";;Guide du Routard Pays de la Loire,Le petit futé;;;oui;5 € (hôtel);;Banquet,Plats à emporter / Covid-19,Séminaire,WiFi;;2;20;1;;;Anglais,Espagnol,Français;oui;15;40;non;||||||||09:00||14:00||18:00||21:00||09:00||14:00||18:00||21:00||09:00||14:00||18:00||21:00||09:00||14:00||18:00||21:00||09:00||14:00||||||||||||||09:00||14:00||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.3713666, -1.0169445;Loire-Atlantique
RESTAURANT LES ALBATROS;Restaurant;Cuisine traditionnelle;;Face au 13 esplanade Lucien Barrière;;44500;;;LA BAULE-ESCOUBLAC;44055;47.2794;-2.41179;;;02 44 73 90 08;;les12alba@gmail.com;https://albatros-labaule.com;;;;;;;;oui;;Maitres Restaurateurs;Séminaire,Service en terrasse;60;;100;;;;Anglais,Espagnol;oui;;200;;01/04/2022||01/11/2022||7jrs/7 pendant les vacances scolaires||||||||||||||||||||10:00||00:00||||||10:00||00:00||||||10:00||00:00||||||10:00||00:00||||||10:00||00:00||||;;;;;Cartes bancaires,Espèces,Virement;47.2794, -2.41179;Loire-Atlantique
RESTAURANT LES TERRASSES DE BEL AIR;Restaurant;Restaurant gastronomique - cuisine raffinée;;"Lieu dit ""Bel Air""";RD 723;44150;;ANCENIS;VAIR-SUR-LOIRE;44163;47.372266;-1.1613628;"Route (nationale/départ.)||RD723||0 ; Gare SNCF||Gare d'Ancenis||1,8 ; Autoroute||A 10||5";;02 40 83 02 87;;terrassebelair.jpg@wanadoo.fr;https://terrassedebelair.com/;"https://www.youtube.com/watch?v=cDwmYOJAhfA ; http://www.pulceo.com/videos/saint-herblon/cuisine-et-vins/ancenis-un-chef-propose-des-ateliers-cuisine";"Facebook||https://www.facebook.com/terrassebelair/?fref=ts ; Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g1051955-d2255073-Reviews-Les_Terrasses_de_Bel_Air-Ancenis_Loire_Atlantique_Pays_de_la_Loire.html";"<div id=""TA_selfserveprop520"" class=""TA_selfserveprop"">;<ul id=""7x1v2zS"" class=""TA_links e7l4Opd"">;<li id=""nu0eAc"" class=""kHJJ5clB2Usb"">;<a target=""_blank"" href=""http://www.tripadvisor.fr/""><img src=""http://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""http://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=520&amp;locationId=2255073&amp;lang=fr&amp;rating=true&amp;nreviews=3&amp;writereviewlink=false&amp;popIdx=false&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";;Gault Millau,Michelin;;;oui;;Maitres Restaurateurs,Qualité Tourisme;Banquet,Séminaire,Traiteur;50;4;30;1;2;;Anglais,Français;oui;;30;oui;||||||||||||||||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:30||||||19:00||21:30||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.372266, -1.1613628;Loire-Atlantique
RESTAURANT RAPIDE LE CHOROUK;Restaurant;Restauration rapide;;9 rue Aristide Briand;;44110;;;CHATEAUBRIANT;44036;47.720189;-1.376093;;;09 50 19 61 73;;;;;;;;;;;;;;Plats à emporter;16;;;;;;;;;;oui;||||||Ouvert 7 jours/7||11:30||||||00:30||11:30||||||00:30||11:30||||||00:30||11:30||||||00:30||11:30||||||00:30||11:30||||||00:30||11:30||||||00:30;||0950196173||;;;Menu adulte du jour (midi en semaine)||6,00||||;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.720189, -1.376093;Loire-Atlantique
RESTAURANT RAPIDE LE KIOSQUE À PIZZAS;Restaurant;Restauration rapide;;48 Route de Châteaubriant;;44590;;;DERVAL;44051;47.667414;-1.6623528;;;02 28 04 32 31;;kapesterel@orange.fr;www.le-kiosque-a-pizzas-derval.com;;;;;;;;oui;;;Plats à emporter;;;;;;;Anglais,Espagnol,Français;;;;oui;"||||||Fermé le dimanche midi et jours fériés|||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; ||||Ouvert tous les jours de 11h30 à 13h30 et de 18h à 21h30. Fermeture à 22h vendredi, samedi et dimanche||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";||02 28 04 32 31||kapesterel@orange.fr;;;Plats à la carte||5,90||14,80||;Cartes bancaires,Tickets Restaurant;47.667414, -1.6623528;Loire-Atlantique
RESTAURANT-GRILL AU VIEUX CASTEL;Restaurant;Cuisine traditionnelle;;25 rue Pasteur;;44110;;;CHATEAUBRIANT;44036;47.7179739;-1.3761465;;;02 40 81 12 51;;auvieuxcastel@orange.fr;;;;;;Guide du Routard Pays de la Loire;;;oui;;;Banquet,Service en terrasse;55;2;60;;;;;oui;;;oui;||||||fermé le lundi et le mercredi soir||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 81 12 51||;;;Menu adulte du jour (midi en semaine)||11,10||29,90||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.7179739, -1.3761465;Loire-Atlantique
SAINT MICHEL CAFE;Restaurant;Salon de thé;;8 rue du Chevecier;;44730;;;SAINT-MICHEL-CHEF-CHEF;44182;47.18055;-2.1481;;;02 51 74 75 21;;delice.st-michel@stmichel.fr;http://www.stmichel.fr;;;;;;;;non;;;;;;;;;;;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.18055, -2.1481;Loire-Atlantique
SIXTE BRASSERIE ITALIENNE;Restaurant;Brasserie;;12 boulevard de l'Abreuvoir;;44350;;;GUERANDE;44069;47.32996;-2.42997;;;02 28 54 78 94;;sixteguerande@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.32996, -2.42997;Loire-Atlantique
TAPAS ET VINOS;Restaurant;Cuisine traditionnelle;;15 rue Kervegan;;44000;;;NANTES;44109;47.2126533;-1.5557163;;;02 40 20 86 91;;;http://www.tapasetvinos.fr/;;;;;Le petit futé,Les Tables de Nantes;;;non;;;Banquet,WiFi;34;1;12;;;;Anglais,Espagnol,Français;oui;;40;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.2126533, -1.5557163;Loire-Atlantique
TASCA D'AVO;Restaurant;;;3 rue Vannetaise;Intra-Muros;44350;;;GUERANDE;44069;47.32897;-2.42962;;;02 40 53 79 35;;contact@tascadavo.fr;https://tasca-davo-guerande.eatbu.com/?lang=fr#;;;;;;;;oui;;;Service en terrasse,WiFi;;;;;;;;;;;;;;;;;;47.32897, -2.42962;Loire-Atlantique
TERRASSE GOURMANDE ÉCLUSE LA TINDIÈRE;Restaurant;Restauration rapide;;5 Sobidain;;44390;;;NORT-SUR-ERDRE;44110;47.4179458;-1.5388778;;06 70 04 45 09;;;;http://www.etapecanalgiteeclusedelatindiere.com/;;"Facebook||https://www.facebook.com/G%C3%AEte-du-Canal-et-terrasse-gourmande-%C3%A0-l%C3%A9cluse-de-la-Tindi%C3%A8re-1039544552761494/ ; Instagram||https://www.instagram.com/eclusetindiere/?hl=frle%20pigron%20blanc ; Twitter||https://twitter.com/eclusetindiere?lang=fr";;;Guide du Routard Pays de la Loire;;;oui;;Accueil Vélo,La Vélodyssée;Service en terrasse,WiFi;;;;;;EV1-La Vélodyssée;Anglais,Espagnol,Français;oui;;;non;||||ouverture avril 2023 jusqu'à fin aout 2023||fermeture hebdomadaire le SAMEDI||12:00||18:00||||||12:00||18:00||||||12:00||18:00||||||12:00||18:00||||||12:00||18:00||||||||||||||12:00||18:00||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.4179458, -1.5388778;Loire-Atlantique
TOTO SUSHI;Restaurant;;;5 faubourg Sainte-Anne;;44350;;;GUERANDE;44069;47.3305;-2.42929;;;06 08 92 63 99;;toto.sushi44@gmail.com;https://www.totosushi44.com/;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;47.3305, -2.42929;Loire-Atlantique
TRIPLE B;Restaurant;Brasserie;;Rue de la Close;;44360;;;SAINT-ETIENNE-DE-MONTLUC;44158;47.3243942;-1.793903;;02 40 46 42 40;;;tripleb44360@orange.fr;;;;;;;;;;;;Plats à emporter / Covid-19;100;1;;;;;;;;;;;Celine Guinet||02 40 46 42 40||tripleb44360@orange.fr;;;;;47.3243942, -1.793903;Loire-Atlantique
VICTOIRE ET PALOMA;Restaurant;;;4 place Saint Aubin;Intra-muros;44350;;;GUERANDE;44069;47.32764;-2.42947;;;;;victoireetpaloma@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.32764, -2.42947;Loire-Atlantique
VIGNEUX KEBAB;Restaurant;Restauration rapide;;46 Rue du Petit Prince;;44360;;;VIGNEUX-DE-BRETAGNE;44217;47.3193;-1.73852;;;02 40 03 54 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.3193, -1.73852;Loire-Atlantique
Ô BAR'BU;Restaurant;;;151 Avenue du Général de Gaulle;;44500;;;LA BAULE-ESCOUBLAC;44055;47.28639;-2.39173;;;02 40 23 74 27;;dugast.loic@gmail.com;http://www.obarbu.com;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||18:00||00:00||||||18:00||00:00||||||18:00||00:00||||||18:00||00:00||||;;;;;;47.28639, -2.39173;Loire-Atlantique
Ô CRÊP'USCULE;Restaurant;Crêperie;22, place de l'Hôtel de Ville;;;44260;;;SAVENAY;44195;47.3591088;-1.9437515;;;02 40 56 88 04;;;;;Facebook||https://www.facebook.com/pages/O-Crepuscule/156066354422253?fref=ts;;;;;;oui;;;Plats à emporter,Service en terrasse;30;1;10;;;;Anglais,Espagnol,Français;oui;0;30;non;;Stephen GUERMEUR||02 40 56 88 04||;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.3591088, -1.9437515;Loire-Atlantique
Ô PATIO;Restaurant;Cuisine traditionnelle;;Quai de Cricklade;;44240;;;SUCE-SUR-ERDRE;44201;47.3394898;-1.5255548;Route (nationale/départ.)||quai cricklade||0;;02 51 81 10 10;;contact@restaurantopatio.fr;http://www.restaurantopatio.fr;;"Tripadvisor||http://www.tripadvisor.fr/Restaurants-g1918934-Suce_sur_Erdre_Loire_Atlantique_Pays_de_la_Loire.html ; Instagram||https://www.instagram.com/opatiosucesurerdre/ ; Facebook||https://www.facebook.com/%C3%94-Patio-104934674513148";http://www.tripadvisor.fr/Restaurants-g1918934-Suce_sur_Erdre_Loire_Atlantique_Pays_de_la_Loire.html;;;;;oui;;;Banquet,Climatisation,Plats à emporter,Séminaire,Service en terrasse;170;1;110;;;;Anglais,Espagnol,Français;oui;7;50;oui;||||||||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00;O Patio||02 51 81 10 10||contact@restaurantopatio.fr;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.3394898, -1.5255548;Loire-Atlantique
LE MALOUIN;Restaurant;Crêperie;;117 Rue Emile Zola;;44550;;;SAINT-MALO-DE-GUERSAC;44176;47.35033;-2.18045;Transport en commun||Ligne T3 - Arrêt Mayun||0,012;02 40 91 16 11;;;;;;;;;;;;;;;;;;;;;;;;;;oui;01/01/2023||31/12/2023||Ouvert du lundi au samedi + Juillet et Août ouvert 7j/7||Fermé le dimanche||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;47.35033, -2.18045;Loire-Atlantique
LE MARILYN;Restaurant;Restauration rapide;;41 bis avenue du Président Roosevelt;;44250;;;SAINT-BREVIN-LES-PINS;44154;47.22925;-2.17418;;;07 86 32 07 01;;charline.rousseau44@gmail.com;https://le-marilyn.eatbu.com/?lang=fr#;;;;;;;;;;;;;;;;;;;;;;;01/02/2022||30/09/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;47.22925, -2.17418;Loire-Atlantique
LE MERCAT CAFÉ;Restaurant;Restauration rapide;;1 place du général d'Argence;;44410;;;HERBIGNAC;44072;47.44911;-2.31758;;;09 53 58 76 03;;patriceoliva@hotmail.fr;;;;;;;;;;;;Service en terrasse;;;;;;;;;;;;01/01/2023||31/12/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;47.44911, -2.31758;Loire-Atlantique
LE NAZAIRE;Restaurant;Crêperie;;9 avenue de la Vieille Ville;;44600;;;SAINT-NAZAIRE;44184;47.2723006;-2.2010789;"Gare SNCF||||2 ; Transport en commun||Ligne U4. Arrêt: Petit Maroc||0,15";;02 40 22 57 92;;;https://www.creperie-le-nazaire.fr/;;"Facebook||https://www.facebook.com/creperielenazaire/ ; Twitter||https://twitter.com/LeNazaire ; Pinterest||https://www.pinterest.com/lenazaire/";;;Guide du Routard Pays de la Loire,Le petit futé;;;non;;;Banquet,Service en terrasse;60;1;80;;;;Anglais,Français;oui;;60;oui;01/01/2023||31/12/2023||Ouvert du mardi au dimanche||Fermé le lundi||||||||||12:00||||||22:00||12:00||||||22:00||12:00||||||22:00||12:00||||||22:00||12:00||||||22:00||12:00||||||15:00;||02 40 22 57 92||;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.2723006, -2.2010789;Loire-Atlantique
LE P'TIT CROISICAIS;Restaurant;;;22, place Dinan;;44490;;;LE CROISIC;44049;47.29287;-2.50927;;;02 40 23 02 86;;;;;;;;;;;oui;;;WiFi;;;;;;;;;;;;;;;;;Cartes bancaires,Espèces;47.29287, -2.50927;Loire-Atlantique
LE PACÔME LES AUTRES;Restaurant;Cuisine traditionnelle;;55 Avenue du Président Roosevelt;;44250;;;SAINT-BREVIN-LES-PINS;44154;47.22862;-2.17344;;;09 86 23 41 86;;lepacomelesautres@yahoo.com;https://www.facebook.com/Le-pac%C3%B4me-les-autres-1876597645747717/;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux;47.22862, -2.17344;Loire-Atlantique
LE PARADIS;Restaurant;Brasserie;27 RUE DE L'ATLANTIQUE;;;44650;;;LEGE;44081;46.885184;-1.5963099;;;02 28 25 66 99;;;https://leparadis.metro.rest/?lang=fr#times;;Facebook||https://www.facebook.com/restaurantleparadislege;;;;;;;;;Plats à emporter,Service en terrasse;;;;;;;;;;;;01/01/2023||31/12/2023||||||06:30||20:00||||||06:30||20:00||||||06:30||20:00||||||06:30||20:00||||||06:30||19:50||||||||||||||||||||;;oui;||https://www.google.com/maps/reserve/v/dine/c/eCsmZ-sSE3I?source=pa&hl=fr-FR&gei=EoMfYp76G-WKlwSAsLaIAg&sourceurl=https://www.google.com/search?q%3Dle%2Bparadis%2Bleg%25C3%25A9%26rlz%3D1C1NHXL_frFR917FR917%26oq%3Dle%2Bparadis%2Bleg%25C3%25A9%26aqs%3Dchrome..69i57j46i175i199i512.25||||||;;Cartes bancaires,Espèces,Tickets Restaurant;46.885184, -1.5963099;Loire-Atlantique
LE PETIT GOINFRE;Hôtel restaurant;Brasserie;;3 passage Henri Gautier;;44600;;;SAINT-NAZAIRE;44184;47.2742762;-2.2068195;"Gare SNCF||||2 ; Transport en commun||Ligne Hélyce. Arrêt: Rue de la Paix||0,5 ; Transport en commun||Ligne Zéni bus. Arrêt: Cinéville||0,25 ; Transport en commun||Ligne U2. Arrêt: Quatres Horloges||0,19";;02 40 22 09 91;;lepetitgoinfre@orange.fr;https://lepetitgoinfre.fr/;;Facebook||https://www.facebook.com/lepetitgoinfre/;;;;;;oui;;;Plats à emporter / Covid-19,WiFi;100;;50;;;;Allemand,Anglais,Français;oui;;40;non;01/01/2023||31/12/2023||Ouvert du lundi au dimanche||Ouvert 7j/7||12:00||14:30||19:00||22:00||12:00||14:30||19:00||22:00||12:00||14:30||19:00||22:00||12:00||14:30||19:00||22:00||12:00||14:30||19:00||23:00||12:00||14:30||19:00||23:00||12:00||14:00||19:00||21:30;||02 40 22 09 91||;;;"Menu enfant||9,90|||| ; Menu adulte soir et week-end||33,90||||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.2742762, -2.2068195;Loire-Atlantique
